Name,Price,Comments_Volume,Sentiment_Index,Date,Timestamp,Timedelta,Date_Dashed,Date_Dotted
Wusthof Pro 5 Piece High Carbon Stainless Steel Starter Knife Set,79.95,59,0.22,20180519,1526688000,20180519,2018-05-19,20180519
"Wusthof Ten Piece Block Set Gourmet, Black",199.95,13,0.22,20180519,1526688000,20180519,2018-05-19,20180519
"Wusthof Pro Cook's Knife, 8-Inch",29.75,197,0.22,20180519,1526688000,20180519,2018-05-19,20180519
"Wüsthof - 10"" Knife Sharpening Steel with Loop",24.94,364,0.22,20180519,1526688000,20180519,2018-05-19,20180519
Wusthof Classic Chef's 2 Piece Starter Knife Set,139.95,59,0.22,20180519,1526688000,20180519,2018-05-19,20180519
Wusthof Classic 6-Inch Chef's Knife,59.95,216,0.22,20180519,1526688000,20180519,2018-05-19,20180519
Wusthof Classic 6-Inch Chef's Knife,59.95,216,0.22,20180519,1526688000,20180519,2018-05-19,20180519
Wusthof Classic 6-Inch Chef's Knife,59.95,216,0.22,20180519,1526688000,20180519,2018-05-19,20180519
Wusthof Classic 8-Inch Chef's Knife,127.93,506,0.22,20180520,1526774400,20180520,2018-05-20,20180520
Wüsthof - 2 Stage Hand-Held Sharpener (2922),19.94,783,0.18,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Gourmet 18 Piece Cherry Block Knife Cutlery Set 9718-2,279.95,27,0.15,20180520,1526774400,20180520,2018-05-20,20180520
"Wüsthof - Three Piece Cook’s Set - 3 1/2"" Paring Knife, 6"" Utility Knife, and 8"" Cook’s Knife (9608)",204.95,229,0.19,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Gourmet 18 Piece Acacia Knife Cutlery Block Set 9718-6,199.95,66,0.14,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Pro Cook's Knife, 8-Inch",29.75,197,0.26,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Classic Ikon 8-Inch Cook's Knife, Black",122.91,324,0.13,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Classic Ikon 8-Inch Cook's Knife, Black",122.91,324,0.13,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Classic Ikon 8-Inch Cook's Knife, Black",122.91,324,0.13,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof 4183-7 Wusthof Classic 7-Inch Santoku Knife, Hollow Edge",104.94,436,0.18,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 7-piece Slim Knife Block Set (Acacia),349.95,121,0.22,20180520,1526774400,20180520,2018-05-20,20180520
"Wüsthof - 10"" Knife Sharpening Steel with Loop",24.94,364,0.17,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Classic Chef's Knife: 6""",59.95,68,0.28,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Pro 5 Piece High Carbon Stainless Steel Starter Knife Set,79.95,59,0.17,20180520,1526774400,20180520,2018-05-20,20180520
WUSTHOF Gourmet Seven Piece Starter Block Set,119.95,145,0.24,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Ten Piece Block Set Gourmet, Black",199.95,13,0.25,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 6-Inch Chef's Knife,59.95,216,0.23,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Chef's 2 Piece Starter Knife Set,139.95,59,0.17,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Chef's 2 Piece Starter Knife Set,139.95,59,0.17,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Chef's 2 Piece Starter Knife Set,139.95,59,0.17,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Chef's 2 Piece Starter Knife Set,139.95,59,0.17,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Chef's 2 Piece Starter Knife Set,139.95,59,0.17,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Chef's 2 Piece Starter Knife Set,139.95,59,0.17,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Precision Edge 4 Stage Knife Sharpener,29.94,367,0.18,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Stainless Steel 4 Piece BBQ Set,74.62,4,0.43,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Gourmet 6-Piece Steak-Knife Set,109.95,174,0.13,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 9-piece Acacia Knife Block Set,479.95,29,0.28,20180520,1526774400,20180520,2018-05-20,20180520
"Wüsthof - Two Piece Starter Set - 3.5"" Pairing Knife and 8"" Cooks Knife (9755)",155,105,0.25,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof 7372/8Cordura 8-Pocket Knife Carrying Roll,29.95,78,0.20,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof PEtec Electric Sharpener, Gray",149.95,135,0.12,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Trident 4851-7 Pro Series 3-1/2"" Paring Knife",9.99,135,0.12,20180520,1526774400,20180520,2018-05-20,20180520
Dalstrong Knife Set Block - Gladiator Series Colossal Knife Set - German HC Steel - 18 Pc - Walnut Stand,399.77,57,0.29,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Classic Ikon 7-Inch Santoku, Hollow Edge, Black",134.35,219,0.15,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Ikon 8-Inch Cook's Knife with Blackwood Handle,169.9,18,0.41,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 7-1/2-Inch Heavy Cleaver,129.9,23,0.26,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Classic 5"" Hollow Edge Nakiri Knife / Vegetable Cleaver",109.72,35,0.47,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 8-Inch Hollow Edge Wunder Knife,79.95,30,0.30,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Ikon 3-1/2-Inch Paring Knife,56.09,81,0.21,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Ikon 3-1/2-Inch Paring Knife,56.09,81,0.21,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Ikon 3-1/2-Inch Paring Knife,56.09,81,0.21,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Ikon 3-1/2-Inch Paring Knife,56.09,81,0.21,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Ikon 3-1/2-Inch Paring Knife,56.09,81,0.21,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Classic Ikon 7-Piece Walnut Block Knife Set, Black",399.95,45,0.28,20180520,1526774400,20180520,2018-05-20,20180520
Tri-Stone Sharpener,49.95,84,0.21,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Classic Ikon Chef's Set, 3 piece",259.95,8,0.42,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Stainless Steel Personal Care Nail Scissors, 3.5 Inch",29.95,14,0.24,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Gourmet 18 Piece Knife Block Set in Beech,199.95,73,0.13,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Stainless Steel 4 Inch Nose Scissors,29.95,9,0.19,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Tomato Knife 4109-7,59.95,22,0.21,20180520,1526774400,20180520,2018-05-20,20180520
"7"" Gourmet Offset Handle Deli Knife 4121",59.99,4,0.66,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 7-Piece Block Set,329.95,16,0.19,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Stainless Steel Moustache Scissors, 4.5 Inch",29.95,5,0.31,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Ikon 26-piece Ultimate Knife Block Set (Acacia Block),2299.95,7,0.14,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Limited Edition 200th Anniversary Carbon Steel 9-inch Chef's Knife,149.95,11,0.53,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Gourmet 2-Piece Starter Knife Set,89.94,34,0.24,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof 8-Piece Stainless-Steel Steak Knife Set with Wooden Gift Box,59.94,299,0.25,20180520,1526774400,20180520,2018-05-20,20180520
Wüsthof Knife Sharpener - 2-Stage,19.95,8,0.52,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 4-1/2-Inch Utility Knife,49.95,135,0.23,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 4-1/2-Inch Utility Knife,49.95,135,0.23,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 4-1/2-Inch Utility Knife,49.95,135,0.23,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 4-1/2-Inch Utility Knife,49.95,135,0.23,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 4-1/2-Inch Utility Knife,49.95,135,0.23,20180520,1526774400,20180520,2018-05-20,20180520
"Wüsthof Classic Steak Knife Set, 4-Piece",197.83,103,0.21,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Gourmet Offset Slotted Spatula, 6-1/2-Inch",49.9,149,0.25,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Classic 4110 Serrated Utility Knife (Sausage knife) 14 cm 5""",59.9,156,0.28,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Ikon 14-piece Walnut Knife Block Set,999.95,8,0.18,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Classic High Carbon Steel Knife Paring Knife, 3.5 Inch",49.94,49,0.34,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof 7-Piece Professional Knife Set,139.95,28,0.44,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Classic Ikon 4-Piece Steak Set, Black",298,28,0.23,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Ikon two piece starter set,179.95,31,0.29,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Ikon Creme 7-piece Walnut Knife Block Set,379.95,38,0.27,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof 4483 10-Inch Diamond Sharpening Steel, Wide",69.87,93,0.31,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof 3-stage PEtec Electric Knife Sharpener (Black & Stainless Steel),149.95,42,0.13,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof-Trident 4855-7 Pro Series 9"" Off-Set Bread Knife",26.95,9,0.28,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Gourmet 14” Hollow Edge Brisket Slicing Knife 4519-1/36-100,129.95,34,0.31,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Gourmet 7-inch Hollow Edge Santoku Knife,49.95,20,0.38,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Chef's Backpack with Knife Insert,99.95,25,0.34,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 9-Piece Cutlery Set with Storage Block,387.89,5,0.41,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 9-Piece Cutlery Set with Storage Block,387.89,5,0.41,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 9-Piece Cutlery Set with Storage Block,387.89,5,0.41,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 9-Piece Cutlery Set with Storage Block,387.89,5,0.41,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 9-Piece Cutlery Set with Storage Block,387.89,5,0.41,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Stainless Steel 5 Piece Kitchen Tool Set,74.61,1,0.32,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Stainless Steel 2.5 Inch Pocket Nail Clipper,34.95,11,0.41,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 20-Piece Knife Set with Block,34.95,11,0.41,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 10-Inch Bread Knife,119.94,141,0.20,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Unisex Gourmet 8"" Vegetable Knife Black",74.85,96,0.28,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Gourmet 4-1/2-Inch Utility Knife,24.93,90,0.29,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Gourmet Steel 8 Inch Plating Tweezers,16.99,2,0.73,20180520,1526774400,20180520,2018-05-20,20180520
Wüsthof Epicure 8 Inch Chef's Knife,179,9,0.50,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Silverpoint II 3-Piece Paring Knife Set,39.5,69,0.21,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Gourmet 8-Inch Cook's Knife,69.91,120,0.19,20180520,1526774400,20180520,2018-05-20,20180520
Wüsthof Classic Paring Knife Classic,49.95,171,0.21,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 16-piece Acacia Knife Block Set,869.95,51,0.24,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Ikon 10” Sharpening Steel with Double Bolster 4468,92.15,4,0.33,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Classic Ikon 5-Inch Boning Knife, Black",119.99,22,0.33,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Gourmet 4-Piece Steak Knife Set,57.39,227,0.24,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof blade guard 8-Inch Chef's Knife,16.99,260,0.13,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof blade guard 8-Inch Chef's Knife,16.99,260,0.13,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof blade guard 8-Inch Chef's Knife,16.99,260,0.13,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof blade guard 8-Inch Chef's Knife,16.99,260,0.13,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof blade guard 8-Inch Chef's Knife,16.99,260,0.13,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof blade guard 8-Inch Chef's Knife,16.99,260,0.13,20180520,1526774400,20180520,2018-05-20,20180520
"Wüsthof Classic Cleaver - 6""",76.03,44,0.19,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Stainless Steel 4 Piece Skewer Set,19.95,44,0.19,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 6-Inch Flexible Boning Knife,119.95,75,0.27,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 6-Piece Chef Knife Set,435,44,0.13,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Grand Prix II 9 Inch Fillet Knife with Leather Sheath,79.95,6,0.44,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Gourmet Black 18 Piece Promo Knife and Block Set,249.95,15,0.47,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Classic Ikon 7"" Hollow Edge Nakiri Knife",169.95,9,0.18,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Grand Prix II 7-Piece Cutlery Set,229.95,25,0.24,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Stainless Steel 3.5 Inch Cuticle Scissors,29.95,4,0.46,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Classic 3pc Paring Knife Set - Extra Wide, Standard & Serrated",129.95,16,0.38,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof - Gourmet 3"" Spear Point Paring Knife",13.95,202,0.18,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Ikon 2 Piece Prep Knife Set 8606-1,13.95,202,0.18,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 10-Inch Super Slicer,99.95,23,0.09,20180520,1526774400,20180520,2018-05-20,20180520
Wüsthof - 2 Stage Asian-Style Hand-Held Knife Sharpener (2927-7) (2),24.95,1,0.00,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 2-piece Set with 6-inch Hollow Edge Chef's Knife and 3.5-inch Paring Knife,138.94,139,0.24,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 2-piece Set with 6-inch Hollow Edge Chef's Knife and 3.5-inch Paring Knife,138.94,139,0.24,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 2-piece Set with 6-inch Hollow Edge Chef's Knife and 3.5-inch Paring Knife,138.94,139,0.24,20180520,1526774400,20180520,2018-05-20,20180520
Wüsthof Epicure 8 Inch Chef's Knife,179,9,0.50,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Trident 4584 Forged Chef Wide Knife - Classic 10"" Blade",229.99,9,0.50,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 8-Inch Offset Deli Knife,109.93,32,0.32,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Gourmet 2-Piece Cutlery Utility Set,24.99,110,0.23,20180520,1526774400,20180520,2018-05-20,20180520
Wüsthof Gourmet 14-Piece Deluxe Knife Block Set,239.95,136,0.13,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof 5558-1 Come-Apart Kitchen Shears,19.94,701,0.02,20180520,1526774400,20180520,2018-05-20,20180520
Wüsthof - 2 Stage Asian-Style Hand-Held Knife Sharpener (2927-7) (2),24.95,1,0.00,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Gourmet 7 Piece Jumbo Studio Bamboo Knife Block Set 8940-1,179.95,8,0.15,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Stainless Steel Satin Finish 3.5 Inch Slanted Tweezers,18.95,4,0.45,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof 4686-7/18 Classic 7-inch New Forged Chinese Cleaver,199.95,12,0.21,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Culinar 7-piece Black Slim Knife Block Set,399.95,26,0.29,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof 9 Inch Double Serrated Bread Knife Classic, Black",119.9,66,0.17,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Gourmet 7 Piece Barbecue Set with Blade Guard 8906-1,299.95,5,0.38,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof-Trident Cutlery 2705 5 Piece Pro Starter Knife Set,79.95,1,0.00,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof-Trident 4862-7/20 Pro Series 8"" Chef Knife",29.95,14,0.61,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof-Trident 4862-7/20 Pro Series 8"" Chef Knife",29.95,14,0.61,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Gourmet 7 Piece Barbecue Set with Blade Guard 8906-1,299.95,5,0.38,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Gourmet 12 Piece Block Set 9312,299.95,5,0.38,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof 4455 10-Inch Sharpening Steel, Ceramic",49.95,41,0.13,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof 9291 Chef's Knife Set, Silver",99.95,7,0.22,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof 2 Piece Classic Paring/Shear Set,54.95,16,0.31,20180520,1526774400,20180520,2018-05-20,20180520
Wüsthof - Wide In-Drawer 14 Slot Storage Tray (8008),49.95,328,0.19,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof 8"" Santoku Hollow Edge Classic, Black",119.95,21,0.28,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 2-Piece Hollow-Ground Carving Set,158.92,91,0.28,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 5-Inch Cook's Knife,94.95,15,0.32,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 6-Piece Steak Knife Set,334.95,77,0.13,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Gourmet 7-Inch Hollow-Cut Santoku Knife,49.95,52,0.32,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Gourmet 3-Piece Paring Knife Set,39.95,244,0.07,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Honing Steel,79.95,17,0.45,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Classic Ikon 7-Inch Fillet With Sheath, Black",159.95,40,0.16,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Trident 4862 Pro Series 10"" Cook's Knife",39.99,40,0.16,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Honing Steel,79.95,17,0.45,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Ikon Creme 7-piece Acacia Slim Knife Block Set,449.95,5,0.43,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 9 Piece In Drawer Knife Set 8677,399.95,1,0.00,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Ikon 8-inch Hollow Edge Wunder Knife (Creme),99.95,23,0.23,20180520,1526774400,20180520,2018-05-20,20180520
White Poly Cutting Large 15x19.5,34.95,23,0.23,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof  Grand Prix II 8-Inch Cook's Knife,119.9,88,0.26,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Gourmet 4-Piece Steak-Knife Set,59.95,14,0.52,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 10 Inch Double-Serrated Bread Knife,129.95,6,0.27,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof 9"" Diamond Steel, Black",29.95,66,0.14,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Ikon 2 Piece Mini Asian Knife Set,139.95,3,0.24,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof 5pc Stainless Steel BBQ Set,99.95,1,0.50,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic Ikon Creme 10-piece Acacia Knife Block Set,599.95,6,0.20,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Classic Serrated Deli Breakfast Knife, 8 inch",69.95,21,0.38,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Classic 3 Piece Cheese Knife Set with Bamboo Box 2103,219.95,8,0.34,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof 8347 Classic Ikon 7 piece Knife Block Set, Black",359.95,30,0.16,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Classic Ikon 10-Inch Super Slicer, Black",118.95,12,0.27,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof Classic Ikon 10-Inch Super Slicer, Black",118.95,12,0.27,20180520,1526774400,20180520,2018-05-20,20180520
Super Fine Oval Butcher High Carbon Stainless Steel Honing Steel,58.92,12,0.27,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Beehive Handle High Carbon Stainless Steel 12” Honing Steel 4470/32,59.95,9,0.32,20180520,1526774400,20180520,2018-05-20,20180520
"Mercer Culinary Genesis 6-Piece Forged Knife Block Set, Tempered Glass Block",139,811,0.19,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Knife Block 9-slot Acacia,29.95,25,0.39,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Black 2-Stage Pocket Knife Sharpener,5.68,74,0.19,20180520,1526774400,20180520,2018-05-20,20180520
J.A. Henckels International Forged Premio 19-piece Knife Set with Cherry Block,229.95,86,0.24,20180520,1526774400,20180520,2018-05-20,20180520
"Wusthof 16pc 4.5"" Stainless Steel Steak Knife & Fork Set",55.95,4,0.58,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof Le Cordon Bleu 8 inch Hollow Ground Cooks Chef Knife,99.95,8,0.16,20180520,1526774400,20180520,2018-05-20,20180520
Wusthof 4506-7/16 Classic Ikon 6-inch Utility Knife,109.95,17,0.50,20180520,1526774400,20180520,2018-05-20,20180520
